master_did,name,seed,noise
703,3_sp_gt_8,2369231,0.1
704,3_sp_gt_8,416304,0.01
705,3_sp_gt_8,416304,0.1
706,3_sp_gt_8,10488077,0.01
707,3_sp_gt_8,10488077,0.1
708,3_sp_gt_8,8982779,0.01
709,3_sp_gt_8,8982779,0.1
710,3_sp_gt_8,12733201,0.01
711,3_sp_gt_8,12733201,0.1
712,3_sp_gt_8,9845126,0.01
713,3_sp_gt_8,9845126,0.1
714,3_sp_gt_8,9036584,0.01
715,3_sp_gt_8,9036584,0.1
716,3_sp_gt_8,5140131,0.01
717,3_sp_gt_8,5140131,0.1
718,3_sp_gt_8,8493390,0.01
719,3_sp_gt_8,8493390,0.1
720,3_sp_gt_8,3049039,0.01
721,3_sp_gt_8,3049039,0.1
722,3_sp_gt_8,2753893,0.01
723,3_sp_gt_8,2753893,0.1
724,3_sp_gt_8,11563241,0.01
725,3_sp_gt_8,11563241,0.1
726,3_sp_gt_8,5589942,0.01
727,3_sp_gt_8,5589942,0.1
728,3_sp_gt_8,2091765,0.01
729,3_sp_gt_8,2091765,0.1
730,3_sp_gt_8,2905119,0.01
731,3_sp_gt_8,2905119,0.1
732,3_sp_gt_8,4240255,0.01
733,3_sp_gt_8,4240255,0.1
734,3_sp_gt_8,10011807,0.01
735,3_sp_gt_8,10011807,0.1
736,3_sp_gt_8,5576645,0.01
737,3_sp_gt_8,5576645,0.1
738,3_sp_gt_8,591973,0.01
739,3_sp_gt_8,591973,0.1
740,3_sp_gt_8,4211685,0.01
741,3_sp_gt_8,4211685,0.1
742,3_sp_gt_8,9275155,0.01
743,3_sp_gt_8,9275155,0.1
744,3_sp_gt_8,10793741,0.01
745,3_sp_gt_8,10793741,0.1
746,3_sp_gt_8,41300,0.01
747,3_sp_gt_8,41300,0.1
748,3_sp_gt_8,2858482,0.01
749,3_sp_gt_8,2858482,0.1
750,3_sp_gt_8,6550368,0.01
751,3_sp_gt_8,6550368,0.1
752,3_sp_gt_8,3346496,0.01
753,3_sp_gt_8,3346496,0.1
754,3_sp_gt_8,12305126,0.01
755,3_sp_gt_8,12305126,0.1
756,3_sp_gt_8,8717317,0.01
757,3_sp_gt_8,8717317,0.1
758,3_sp_gt_8,6543552,0.01
759,3_sp_gt_8,6543552,0.1
760,3_sp_gt_8,5614865,0.01
761,3_sp_gt_8,5614865,0.1
762,3_sp_gt_8,9104526,0.01
763,3_sp_gt_8,9104526,0.1
764,3_sp_gt_8,10435541,0.01
765,3_sp_gt_8,10435541,0.1
766,3_sp_gt_8,11942766,0.01
767,3_sp_gt_8,11942766,0.1
768,3_sp_gt_8,6667140,0.01
769,3_sp_gt_8,6667140,0.1
770,3_sp_gt_8,10471522,0.01
771,3_sp_gt_8,10471522,0.1
772,3_sp_gt_8,115475,0.01
773,3_sp_gt_8,115475,0.1
774,3_sp_gt_8,2721265,0.01
775,3_sp_gt_8,2721265,0.1
776,3_sp_gt_8,309357,0.01
777,3_sp_gt_8,309357,0.1
778,3_sp_gt_8,9668522,0.01
779,3_sp_gt_8,9668522,0.1
780,3_sp_gt_8,2698393,0.01
781,3_sp_gt_8,2698393,0.1
782,3_sp_gt_8,9638443,0.01
783,3_sp_gt_8,9638443,0.1
784,3_sp_gt_8,11499954,0.01
785,3_sp_gt_8,11499954,0.1
786,3_sp_gt_8,1444356,0.01
787,3_sp_gt_8,1444356,0.1
788,3_sp_gt_8,8745245,0.01
789,3_sp_gt_8,8745245,0.1
790,3_sp_gt_8,7964854,0.01
791,3_sp_gt_8,7964854,0.1
792,3_sp_gt_8,1768742,0.01
793,3_sp_gt_8,1768742,0.1
794,3_sp_gt_8,8139908,0.01
795,3_sp_gt_8,8139908,0.1
796,3_sp_gt_8,10646715,0.01
797,3_sp_gt_8,10646715,0.1
798,3_sp_gt_8,10999907,0.01
799,3_sp_gt_8,10999907,0.1
